date,AQI,PM2.5,PM10,NO2,SO2,CO,Ozone,fire_count,total_frp,mean_frp,max_frp,mean_wind_kmh,std_wind_kmh,total_frp_lag1,fire_count_lag1,mean_wind_lag1,fire_count_fw,total_frp_fw,weighted_frp_fw,mean_dist_km,min_dist_km,mean_bearing_deg,mean_wind_dir_deg,mean_wind_dir_cos,mean_wind_dir_sin,weighted_frp_lag1,fire_wind_ang_diff,fire_wind_alignment,fire_wind_alignment01,weighted_frp_aligned
2021-11-29,376,220.47,285.13,11.45,10.6,2.13,50.73,107.0,351.88,3.2885981308411214,16.41,3.3842808656234324,5.226598589918819,453.11,87.0,3.3842808656234324,107.0,351.88,3.101122750356966,202.61065644500212,18.890601575973616,136.27555481804131,,,,2.9894995591534395,,,,
2021-11-30,327,184.6,247.68,10.92,10.06,1.37,56.62,66.0,318.63,4.827727272727273,17.65,3.3842808656234324,5.226598589918819,351.88,107.0,3.3842808656234324,66.0,318.63,3.903028710827771,157.46168586008906,13.0299467764941,146.05774518458298,,,,3.101122750356966,,,,
2021-12-01,391,276.66,358.33,11.05,6.14,2.27,32.43,0.0,0.0,0.0,0.0,15.342857142857143,2.225624989392103,318.63,66.0,3.3842808656234324,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.903028710827771,,,,
2021-12-02,429,278.37,325.51,10.65,6.02,1.91,31.07,4.0,7.27,1.8175,5.34,15.357142857142858,2.0805747304029243,0.0,0.0,15.342857142857143,4.0,7.2700000000000005,0.5575963642072181,270.21933020525177,8.701175693663158,136.20707438112606,,,,0.0,,,,
2021-12-03,370,213.08,265.58,10.55,5.37,1.75,35.18,33.0,145.04,4.395151515151515,16.92,3.3842808656234324,5.226598589918819,7.27,4.0,15.357142857142858,33.0,145.04,0.8304450909569885,249.05542142275905,14.761271465785276,135.37669831768085,,,,0.5575963642072181,,,,
2021-12-04,380,207.73,269.59,11.35,5.98,2.78,36.75,73.0,506.21,6.934383561643835,114.99,3.3842808656234324,5.226598589918819,145.04,33.0,3.3842808656234324,73.0,506.21,3.660102195585561,188.92354825918778,6.102381198655922,153.76450878608614,,,,0.8304450909569885,,,,
2021-12-05,345,231.11,289.04,12.29,6.44,3.3,32.11,30.0,109.89,3.663,9.75,3.3842808656234324,5.226598589918819,506.21,73.0,3.3842808656234324,30.0,109.89,1.2272521578110192,169.01308353824604,21.771230991930334,150.10355309820466,,,,3.660102195585561,,,,
2021-12-06,311,128.13,179.13,10.4,5.22,0.92,40.96,30.0,100.06,3.3353333333333333,11.07,3.3842808656234324,5.226598589918819,109.89,30.0,3.3842808656234324,30.0,100.06,1.1085532444964816,127.13949728153123,11.231424884340377,173.9978207946375,,,,1.2272521578110192,,,,
2021-12-07,255,113.25,213.0,16.47,2.71,0.93,15.91,45.0,176.81,3.929111111111111,13.05,3.3842808656234324,5.226598589918819,100.06,30.0,3.3842808656234324,45.0,176.81,1.4688179742597793,217.11743219573307,19.79142717872968,165.254552504696,,,,1.1085532444964816,,,,
2021-12-08,266,135.38,243.35,22.68,3.51,1.05,16.77,28.0,171.78,6.135,82.43,3.3842808656234324,5.226598589918819,176.81,45.0,3.3842808656234324,28.0,171.78,0.946512978158167,212.72682079764007,10.96781183821712,161.28931114981435,,,,1.4688179742597793,,,,
2021-12-09,332,193.46,327.61,23.9,3.56,1.3,12.65,56.0,186.77,3.3351785714285715,11.38,3.3842808656234324,5.226598589918819,171.78,28.0,3.3842808656234324,56.0,186.77,1.986674436171702,155.68514375184859,10.866717771422413,174.0206753518206,,,,0.946512978158167,,,,
2021-12-10,324,175.67,303.5,22.32,2.73,1.01,13.83,91.0,364.35,4.003846153846154,21.15,3.3842808656234324,5.226598589918819,186.77,56.0,3.3842808656234324,91.0,364.35,2.3853346718749786,195.02788965296529,6.111604074474675,141.19419788858698,,,,1.986674436171702,,,,
2021-12-11,294,146.83,250.15,16.58,2.72,1.05,15.55,53.0,199.53,3.764716981132076,15.38,3.3842808656234324,5.226598589918819,364.35,91.0,3.3842808656234324,53.0,199.53,1.6352678980491022,246.00593638718547,21.784171388404513,157.77507503569973,,,,2.3853346718749786,,,,
2021-12-12,289,186.97,312.46,20.76,2.5,1.47,16.08,52.0,131.16,2.522307692307692,5.88,3.3842808656234324,5.226598589918819,199.53,53.0,3.3842808656234324,52.0,131.16,1.3568052258939918,133.9360850729433,16.691442041919263,173.42892524097738,,,,1.6352678980491022,,,,
2021-12-13,397,310.74,508.8,29.58,3.52,2.34,15.02,36.0,120.47,3.346388888888889,7.72,3.3842808656234324,5.226598589918819,131.16,52.0,3.3842808656234324,36.0,120.47,0.8971450491509041,186.49882263832657,23.56261192034686,180.32337840622256,,,,1.3568052258939918,,,,
2021-12-14,408,254.02,448.07,25.21,3.05,1.85,14.04,55.0,205.09,3.728909090909091,12.28,3.3842808656234324,5.226598589918819,120.47,36.0,3.3842808656234324,55.0,205.09,1.8504762561740422,187.83148938840478,6.065909032972138,157.46176071880132,,,,0.8971450491509041,,,,
2021-12-15,381,220.34,383.87,20.51,3.95,1.3,16.78,75.0,232.69,3.102533333333333,9.99,3.3842808656234324,5.226598589918819,205.09,55.0,3.3842808656234324,75.0,232.69,1.7170128867756123,203.74964041088757,30.427413832500207,163.16449488067133,,,,1.8504762561740422,,,,
2021-12-16,383,228.92,374.35,17.62,3.58,1.08,15.76,28.0,115.27,4.116785714285714,13.41,3.3842808656234324,5.226598589918819,232.69,75.0,3.3842808656234324,28.0,115.27,1.3968917275000932,179.48173155352669,27.396932538747514,174.6608249525725,,,,1.7170128867756123,,,,
2021-12-17,347,161.36,271.12,10.05,1.69,0.93,22.51,12.0,53.18,4.431666666666667,9.55,3.3842808656234324,5.226598589918819,115.27,28.0,3.3842808656234324,12.0,53.18,0.5873558808245689,243.4050924769418,60.51429942059856,169.67588396769588,,,,1.3968917275000932,,,,
2021-12-18,327,128.71,227.08,9.6,1.25,0.93,17.09,30.0,89.6,2.9866666666666664,6.31,3.3842808656234324,5.226598589918819,53.18,12.0,3.3842808656234324,30.0,89.6,1.0438161347009047,215.6039067133329,16.439563322610077,161.00499445437094,,,,0.5873558808245689,,,,
2021-12-19,301,159.71,267.73,15.01,2.4,1.04,16.73,67.0,198.94,2.9692537313432834,20.12,3.3842808656234324,5.226598589918819,89.6,30.0,3.3842808656234324,67.0,198.94,2.0227609100497217,295.43464871788046,6.055668688825383,165.8770959658052,,,,1.0438161347009047,,,,
2021-12-20,355,252.52,337.61,22.11,3.17,1.31,16.27,52.0,177.81,3.419423076923077,16.15,3.3842808656234324,5.226598589918819,198.94,67.0,3.3842808656234324,52.0,177.81,1.6209347511404912,238.96171625442486,14.77183282722564,163.03820136467425,,,,2.0227609100497217,,,,
2021-12-21,444,365.37,577.09,26.84,4.5,1.99,15.14,68.0,223.19,3.282205882352941,11.98,3.3842808656234324,5.226598589918819,177.81,52.0,3.3842808656234324,68.0,223.19,1.8527963601363773,200.38248272213156,5.727253899404261,164.9933856532956,,,,1.6209347511404912,,,,
2021-12-22,428,347.83,571.69,26.87,4.85,1.91,16.85,37.0,153.27,4.142432432432432,9.3,17.404255319148938,53.88544582742293,223.19,68.0,3.3842808656234324,37.0,153.27,1.0385922674026637,250.34382484454423,11.190626863504443,168.21410047975826,,,,1.8527963601363773,,,,
2021-12-23,468,408.83,679.54,37.89,6.68,2.52,16.67,38.0,278.31,7.323947368421052,31.29,22.97142857142857,57.8611532495308,153.27,37.0,17.404255319148938,38.0,278.31,1.7761997870281439,195.85591446448592,24.38358134036942,168.6941808949814,,,,1.0385922674026637,,,,
2021-12-24,473,414.69,671.99,33.35,4.28,2.7,12.8,29.0,109.17,3.76448275862069,11.11,25.33333333333333,64.76437479374168,278.31,38.0,22.97142857142857,29.0,109.17,0.43110049946233303,295.582021723569,11.018361726345011,158.8976567515839,,,,1.7761997870281439,,,,
2021-12-25,467,430.84,656.11,31.39,4.28,2.57,11.81,41.0,147.82,3.605365853658536,9.77,31.03614457831325,64.58147544242316,109.17,29.0,25.33333333333333,41.0,147.82,1.2711169329663172,204.69792853913287,42.350899396354365,162.7119327413776,,,,0.43110049946233303,,,,
2021-12-26,490,432.88,595.44,26.81,3.25,2.02,7.09,2.0,1.14,0.5700000000000001,0.6,28.70833333333333,58.52932987947453,147.82,41.0,31.03614457831325,2.0,1.1400000000000001,0.04503315310914145,27.084835969182073,17.57314828692697,294.0093508143458,,,,1.2711169329663172,,,,
2021-12-27,279,158.89,245.79,13.82,3.26,1.13,10.29,22.0,99.64,4.529090909090909,13.02,31.3,69.09402875883401,1.14,2.0,28.70833333333333,22.0,99.64,0.4851204151883275,264.9877107507889,73.59529305038518,169.4395205988368,,,,0.04503315310914145,,,,
2021-12-28,343,161.08,260.93,21.59,3.61,1.13,5.96,9.0,35.46,3.94,8.11,37.151898734177216,79.53133370703891,99.64,22.0,31.3,9.0,35.46,0.09134134703437999,385.1383222908971,137.2198418641768,155.31713371637034,,,,0.4851204151883275,,,,
2021-12-29,284,141.64,238.91,15.9,2.39,0.95,8.25,27.0,72.66,2.691111111111111,6.99,22.63157894736842,60.66494695846758,35.46,9.0,37.151898734177216,27.0,72.66,0.5128502652566324,298.34185683621854,11.828275355146292,159.85719461379244,,,,0.09134134703437999,,,,
2021-12-30,296,164.51,290.17,18.49,3.49,0.97,11.31,22.0,71.84,3.2654545454545456,10.35,30.4,63.499945180879365,72.66,27.0,22.63157894736842,22.0,71.84,0.6738927005566522,268.7602786104811,25.653243936059518,157.21405004170117,,,,0.5128502652566324,,,,
2021-12-31,315,181.46,287.61,19.89,2.33,1.1,11.41,58.0,170.99,2.9481034482758623,9.72,29.73076923076923,69.9513138810581,71.84,22.0,30.4,58.0,170.99,1.0079601711412118,265.5207455892758,11.074445846599112,161.07829859988078,,,,0.6738927005566522,,,,
2022-01-01,389,258.39,300.41,19.4,7.78,2.74,32.37,36.0,125.32,3.481111111111111,14.92,32.9375,71.53318142165773,170.99,58.0,29.73076923076923,36.0,125.32,1.1246239391881927,176.71062914847735,14.784540333844689,164.141768421081,,,,1.0079601711412118,,,,
2022-01-02,415,277.7,325.39,20.99,8.06,2.99,29.64,17.0,48.09,2.828823529411765,5.58,31.78481012658228,72.80790864446962,125.32,36.0,32.9375,17.0,48.09,0.32423322049845754,264.1908781829612,18.768554497101043,169.2782361962038,,,,1.1246239391881927,,,,
2022-01-03,406,305.63,376.27,26.21,8.01,3.34,31.7,6.0,19.9,3.3166666666666664,6.71,28.35897435897436,65.6070502940427,48.09,17.0,31.78481012658228,6.0,19.9,0.3552721203220241,60.747265592554946,43.196910727137094,179.95727262402806,,,,0.32423322049845754,,,,
2022-01-04,413,253.02,318.67,22.38,7.87,2.83,28.56,1.0,3.05,3.05,3.05,33.208333333333336,63.36824983948426,19.9,6.0,28.35897435897436,1.0,3.05,0.06844166152189163,43.56350024501425,43.56350024501425,100.39201168784518,,,,0.3552721203220241,,,,
2022-01-05,389,291.78,319.14,21.62,8.01,3.02,26.9,1.0,0.42,0.42,0.42,10.208333333333334,24.17389486579389,3.05,1.0,33.208333333333336,1.0,0.42,0.011132822126478356,36.726283167775584,36.726283167775584,285.07732202648657,,,,0.06844166152189163,,,,
2022-01-06,290,110.85,130.96,13.86,6.93,1.81,27.78,0.0,0.0,0.0,0.0,32.87912087912088,64.2517332519927,0.42,1.0,10.208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.011132822126478356,,,,
2022-01-07,173,69.03,87.91,11.58,6.56,1.35,27.84,0.0,0.0,0.0,0.0,25.5,57.28015252263102,0.0,0.0,32.87912087912088,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2022-01-08,90,48.56,53.88,6.31,6.54,1.1,27.01,0.0,0.0,0.0,0.0,19.666666666666668,46.92237928131261,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
2022-01-09,41,39.3,44.1,3.14,6.29,0.87,27.27,3.0,5.02,1.6733333333333331,2.26,22.337662337662337,55.6316859706509,0.0,0.0,19.666666666666668,3.0,5.02,0.11273544496605084,41.98961823047935,37.26749170728033,298.36200579293387,,,,0.0,,,,
2022-01-10,118,86.47,99.65,10.81,7.5,1.24,31.21,5.0,4.97,0.994,2.01,26.871794871794872,61.927137532509626,5.02,3.0,22.337662337662337,5.0,4.97,0.017584331569494717,277.55145597318835,137.27330334453768,168.62907506431043,,,,0.11273544496605084,,,,
2022-01-11,231,93.69,113.94,6.91,7.52,1.22,34.49,7.0,7.81,1.1157142857142857,2.44,43.31818181818182,72.48678761171179,4.97,5.0,26.871794871794872,7.0,7.81,0.16771644553729903,195.09271428181947,10.98441659765194,154.56647765984485,,,,0.017584331569494717,,,,
2022-01-12,179,115.58,161.38,8.93,7.75,1.49,30.86,0.0,0.0,0.0,0.0,30.34285714285714,62.42442055456741,7.81,7.0,43.31818181818182,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16771644553729903,,,,
2022-01-13,322,156.23,217.25,14.17,12.11,1.92,33.83,5.0,7.56,1.512,2.36,34.15384615384615,68.26173860417676,0.0,0.0,30.34285714285714,5.0,7.56,0.053931697410574894,164.06241761523748,133.51735319463873,151.14227215236525,,,,0.0,,,,
2022-01-14,300,161.15,216.8,11.81,13.68,2.01,23.39,4.0,4.640000000000001,1.16,2.37,36.35294117647059,70.46704844530885,7.56,5.0,34.15384615384615,4.0,4.640000000000001,0.0162173734662219,285.9927942747139,283.08592620802864,176.51917028214496,,,,0.053931697410574894,,,,
2022-01-15,205,92.03,175.69,3.48,2.06,0.9,14.59,4.0,3.1,0.775,1.05,35.888888888888886,71.22430475126863,4.640000000000001,4.0,36.35294117647059,4.0,3.1,0.009940132857603793,325.0470463098906,291.5300217586782,175.9303953090573,,,,0.0162173734662219,,,,
2022-01-16,310,132.88,227.47,5.1,1.69,1.15,14.04,4.0,7.37,1.8425,4.33,40.11764705882353,77.63463952967103,3.1,4.0,35.888888888888886,4.0,7.37,0.09028673535634721,182.46538251437693,63.25074460772138,156.24154529447242,,,,0.009940132857603793,,,,
2022-01-17,338,169.34,338.88,13.31,2.53,1.34,10.23,0.0,0.0,0.0,0.0,8.461538461538462,27.021024159093876,7.37,4.0,40.11764705882353,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09028673535634721,,,,
2022-01-18,330,159.39,306.91,7.92,3.07,1.35,8.61,3.0,13.56,4.52,6.89,25.44927536231884,55.74720679678622,0.0,0.0,8.461538461538462,3.0,13.559999999999999,0.09510524373863087,142.53334373771443,134.05419968102848,177.23961445013015,,,,0.0,,,,
2022-01-19,337,168.08,344.99,7.29,3.22,1.51,13.58,1.0,2.46,2.46,2.46,34.21052631578947,55.19186311754627,13.56,3.0,25.44927536231884,1.0,2.46,0.020221636237147098,120.65187678932656,120.65187678932656,104.55201160938884,,,,0.09510524373863087,,,,
2022-01-20,465,284.88,539.69,14.36,9.91,1.98,9.02,0.0,0.0,0.0,0.0,43.63636363636363,75.24881287026285,2.46,1.0,34.21052631578947,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.020221636237147098,,,,
2022-01-21,434,333.91,419.02,9.76,10.27,3.9,28.03,25.0,66.15,2.6460000000000004,4.6,27.24137931034483,60.84530581868571,0.0,0.0,43.63636363636363,25.0,66.15,0.25843542191271685,329.75823412911865,80.11347995761187,89.54223719406758,,,,0.0,,,,
2022-01-22,365,146.49,170.95,9.65,9.0,1.93,19.13,0.0,0.0,0.0,0.0,27.41333333333333,58.09104999989318,66.15,25.0,27.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.25843542191271685,,,,
2022-01-23,220,112.86,128.02,9.59,7.93,1.56,20.27,2.0,0.91,0.4549999999999999,0.49,53.71428571428572,78.0960242969449,0.0,0.0,27.41333333333333,2.0,0.9099999999999999,0.07328697987313472,11.407125459745465,11.255607082865929,190.3182286204425,,,,0.0,,,,
2022-01-24,283,136.58,162.36,9.6,8.39,2.2,19.4,1.0,0.55,0.55,0.55,29.384615384615383,64.23897690535048,0.91,2.0,53.71428571428572,1.0,0.55,0.007614714266123757,71.2285801907017,71.2285801907017,24.578077007490265,,,,0.07328697987313472,,,,
2022-01-25,207,117.64,164.14,9.58,8.21,1.96,19.53,0.0,0.0,0.0,0.0,42.285714285714285,75.43324940109218,0.55,1.0,29.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.007614714266123757,,,,
2022-01-26,292,133.37,179.09,9.59,8.6,1.77,23.4,6.0,4.890000000000001,0.8150000000000001,1.11,23.928571428571427,59.13062800978161,0.0,0.0,42.285714285714285,6.0,4.890000000000001,0.03753606088052154,200.7667316118126,42.02506807034647,137.57360445889185,,,,0.0,,,,
2022-01-27,279,124.59,164.06,9.58,8.3,1.57,29.45,6.0,8.9,1.4833333333333334,2.83,18.37837837837838,50.70427360408471,4.890000000000001,6.0,23.928571428571427,6.0,8.9,0.0836422908145668,192.922757622894,29.90836461479627,113.91540548932068,,,,0.03753606088052154,,,,
2022-01-28,224,107.08,159.79,9.54,8.01,1.35,32.61,9.0,49.29,5.476666666666667,10.44,16.845070422535212,47.24605739781709,8.9,6.0,18.37837837837838,9.0,49.29,0.8105283636913848,102.85864120860775,39.28394214857259,262.24324150374866,,,,0.0836422908145668,,,,
2022-01-29,247,118.42,194.84,12.09,8.01,1.45,33.76,25.0,89.5,3.58,10.34,20.273972602739725,54.1862170549067,49.29,9.0,16.845070422535212,25.0,89.5,0.958781669974457,173.797619173278,33.07413389286558,156.6086006012622,,,,0.8105283636913848,,,,
2022-01-30,270,136.49,191.22,9.99,8.69,1.38,35.91,18.0,44.79,2.4883333333333333,6.44,23.56164383561644,57.25017862693382,89.5,25.0,20.273972602739725,18.0,44.79,0.4766564078487686,199.38346093411627,36.52712452055045,167.15264559990305,,,,0.958781669974457,,,,
2022-01-31,321,212.44,269.23,16.09,9.15,1.98,25.3,24.0,116.22,4.8425,11.54,24.64,56.327382808488935,44.79,18.0,23.56164383561644,24.0,116.22,0.6088178968871928,246.11533840678064,36.426989305764735,152.84485108233173,,,,0.4766564078487686,,,,
2022-02-01,376,200.2,245.48,7.96,11.07,1.48,20.03,32.0,97.72,3.05375,8.36,27.07317073170732,58.76859421804773,116.22,24.0,24.64,32.0,97.72,0.7711061270333037,242.86568269848084,30.002573122646396,167.80529909622294,,,,0.6088178968871928,,,,
2022-02-02,327,137.15,189.65,7.76,9.79,0.31,30.13,5.0,26.34,5.268,11.86,0.3872340425531915,0.547572166904444,97.72,32.0,27.07317073170732,5.0,26.34,0.3113975852061632,107.9950307767127,40.393030068257296,144.2478942029901,,,,0.7711061270333037,,,,
2022-02-03,302,122.9,145.08,6.34,12.69,0.55,27.83,0.0,0.0,0.0,0.0,0.728125,1.2692063931532385,26.34,5.0,0.3872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3113975852061632,,,,
2022-02-04,153,55.45,51.03,23.56,16.21,1.06,28.64,4.0,4.05,1.0125,1.27,0.2072916666666666,0.3931638982373546,0.0,0.0,0.728125,4.0,4.05,0.06502562101857559,125.64633649122541,28.03669430351988,129.30946554620863,,,,0.0,,,,
2022-02-05,196,106.6,214.4,22.33,11.45,0.81,25.75,7.0,20.02,2.86,7.16,0.271875,0.5377737980738154,4.05,4.0,0.2072916666666666,7.0,20.02,0.14214296807320476,265.72289005309244,5.835600914992699,144.6636914631614,,,,0.06502562101857559,,,,
2022-02-06,325,222.4,306.91,26.94,11.59,3.36,25.55,165.0,589.7,3.573939393939394,14.46,0.3305263157894737,1.113177709829753,20.02,7.0,0.271875,165.0,589.7,1.95584931753414,350.29610988405966,38.61392769493525,84.75831612917017,,,,0.14214296807320476,,,,
2022-02-07,291,177.28,290.62,28.84,10.19,1.47,25.35,23.0,88.95,3.867391304347826,20.11,0.2395833333333333,0.4341911213101455,589.7,165.0,0.3305263157894737,23.0,88.95,0.6198016646527121,227.33505061852813,6.083711744075118,153.7901405599622,,,,1.95584931753414,,,,
2022-02-08,312,178.34,297.03,26.78,11.34,1.37,28.58,21.0,83.22,3.962857142857143,10.3,0.1270833333333333,0.264566842282036,88.95,23.0,0.2395833333333333,21.0,83.22,1.0433840207896485,210.23373230041875,26.480539742720303,171.26302071600617,,,,0.6198016646527121,,,,
2022-02-09,221,83.57,130.3,17.15,10.19,1.19,34.29,19.0,62.35,3.281578947368421,6.27,0.2957894736842105,0.4978497999319406,83.22,21.0,0.1270833333333333,19.0,62.35,0.29091322154150046,298.850153559628,5.77276427993696,156.68582825929775,,,,1.0433840207896485,,,,
2022-02-10,189,91.43,159.66,17.28,10.28,1.01,30.11,44.0,239.95,5.453409090909091,15.13,0.30625,0.4861908873553354,62.35,19.0,0.2957894736842105,44.0,239.95,1.0794047251160963,289.35412553845975,57.49874094543377,159.77465960850748,,,,0.29091322154150046,,,,
2022-02-11,154,75.33,150.38,16.52,8.6,0.58,32.35,59.0,227.16,3.850169491525424,15.77,0.4645833333333333,0.8822195891663096,239.95,44.0,0.30625,59.0,227.16,1.3487946379669116,271.48481945542056,18.584187099404694,155.00697773141553,,,,1.0794047251160963,,,,
2022-02-12,206,103.46,205.6,20.69,6.89,0.64,29.56,75.0,269.53,3.593733333333333,14.23,0.1831578947368421,0.3589739016113482,227.16,59.0,0.4645833333333333,75.0,269.53,1.6697152741583363,281.15563171501924,5.798740473047433,157.52910902191047,,,,1.3487946379669116,,,,
2022-02-13,261,128.11,234.49,23.96,7.23,1.22,24.86,73.0,308.48,4.225753424657534,16.0,0.1663157894736842,0.3207738403656601,269.53,75.0,0.1831578947368421,73.0,308.48,2.204599206434197,227.0350922919503,26.577911609035787,158.25961413461494,,,,1.6697152741583363,,,,
2022-02-14,258,138.33,262.43,29.0,6.63,1.32,23.8,57.0,238.99,4.19280701754386,12.95,0.121875,0.2780394235582997,308.48,73.0,0.1663157894736842,57.0,238.99,1.2217809151520493,255.0840936486049,27.885805773639692,159.20963817660095,,,,2.204599206434197,,,,
2022-02-15,246,130.54,273.39,48.96,7.67,1.62,21.22,57.0,211.55,3.71140350877193,12.76,0.0854166666666666,0.2247708384656724,238.99,57.0,0.121875,57.0,211.55,1.548265641142417,244.8341367705168,5.751752321097123,158.77558587213946,,,,1.2217809151520493,,,,
2022-02-16,253,122.57,259.51,37.99,7.63,1.0,35.12,64.0,272.09,4.25140625,47.93,0.2072916666666666,0.3858673870008673,211.55,57.0,0.0854166666666666,64.0,272.09,1.7252072772966425,252.32243989512034,11.065850158544295,162.72833654082092,,,,1.548265641142417,,,,
2022-02-17,250,110.41,200.28,32.95,6.58,0.97,23.53,105.0,386.19,3.678,28.1,0.134375,0.2512403441454334,272.09,64.0,0.2072916666666666,105.0,386.19,2.065147455765637,258.8690569668983,6.06636207713328,157.4093875769761,,,,1.7252072772966425,,,,
2022-02-18,258,119.32,221.72,31.48,6.99,1.18,19.35,57.0,213.68,3.7487719298245614,28.38,0.2208333333333333,0.3704667515919448,386.19,105.0,0.134375,57.0,213.68,2.017014472973304,253.62999965326145,5.9470571054702095,144.64945252631367,,,,2.065147455765637,,,,
2022-02-19,175,88.12,173.13,26.18,6.76,0.84,27.62,50.0,282.55,5.651,15.6,0.4178947368421053,0.6096701143866737,213.68,57.0,0.2208333333333333,50.0,282.55,1.0310444904419693,325.1991569379634,58.762611976911224,157.64584755851797,,,,2.017014472973304,,,,
2022-02-20,176,79.64,158.27,20.02,6.58,0.7,34.78,31.0,104.9,3.383870967741936,12.09,0.4895833333333333,0.696831802807183,282.55,50.0,0.4178947368421053,31.0,104.9,0.5973381694676689,283.8124296547068,54.88881135584925,158.85948162860984,,,,1.0310444904419693,,,,
2022-02-21,169,90.28,199.57,29.99,7.45,1.09,28.03,43.0,216.24,5.028837209302326,21.47,0.2104166666666666,0.4058724628998016,104.9,31.0,0.4895833333333333,43.0,216.24,1.0002503927431867,273.63218701952303,32.25710479402024,154.72443578666457,,,,0.5973381694676689,,,,
2022-02-22,254,115.54,268.96,40.22,8.11,1.43,33.75,132.0,334.33,2.5328030303030302,13.5,1.5385416666666665,1.8834106683392329,216.24,43.0,0.2104166666666666,132.0,334.33,1.1743388700638413,349.92187787542446,10.866012420092078,89.14277946828577,,,,1.0002503927431867,,,,
2022-02-23,184,110.08,197.08,40.61,7.18,1.03,35.14,15.0,45.69,3.046,6.67,0.8875000000000001,1.6340617781273885,334.33,132.0,1.5385416666666665,15.0,45.69,0.3363732393706209,212.16428091109094,57.87688128706611,151.30200059321646,,,,1.1743388700638413,,,,
2022-02-24,329,170.05,282.62,51.29,10.08,1.32,14.35,22.0,83.33999999999999,3.7881818181818177,17.56,0.2552083333333333,0.4868523588299082,45.69,15.0,0.8875000000000001,22.0,83.33999999999999,0.8192067075827967,165.16251616913317,11.03305973334998,157.96180662142297,,,,0.3363732393706209,,,,
2022-02-25,300,141.36,238.14,48.67,9.86,1.12,15.85,11.0,35.95,3.2681818181818185,5.15,0.2631578947368421,0.4804812816729429,83.33999999999999,22.0,0.2552083333333333,11.0,35.95,0.22285030456915011,220.0817107685444,42.94979622129637,157.64843032019724,,,,0.8192067075827967,,,,
2022-02-26,77,33.68,54.14,20.0,9.9,0.27,35.66,2.0,1.53,0.765,1.26,0.6947368421052632,1.0362954089891787,35.95,11.0,0.2631578947368421,2.0,1.53,0.005780718173557427,310.67408086367476,248.04221962402315,120.13292435349928,,,,0.22285030456915011,,,,
2022-02-27,88,46.46,85.69,25.1,10.21,0.41,25.82,28.0,91.51,3.268214285714285,14.36,0.625,0.7314009628248055,1.53,2.0,0.6947368421052632,28.0,91.50999999999999,1.672056038228994,166.40323600198641,10.988386550718673,170.83931343746042,,,,0.005780718173557427,,,,
2022-02-28,81,46.4,109.67,27.75,7.66,0.43,23.72,58.0,336.94,5.809310344827586,36.71,0.475,0.6099180272790761,91.51,28.0,0.625,58.0,336.94,3.164603679880603,177.24774786916836,5.911227939907905,119.64065987850262,,,,1.672056038228994,,,,
2022-03-01,147,85.73,151.28,36.07,3.59,0.66,16.6,19.0,53.47,2.8142105263157893,7.85,0.2583333333333333,0.4520518523277861,336.94,58.0,0.475,19.0,53.47,0.44146886917624206,188.61046564239868,10.97562065982928,157.0930849413885,,,,3.164603679880603,,,,
2022-03-02,216,91.13,189.14,35.72,5.49,0.69,15.45,26.0,108.03,4.155,13.06,0.2791666666666667,0.4202547264311482,53.47,19.0,0.2583333333333333,26.0,108.03,0.6104376275886275,235.52343144680378,38.27151485863161,162.04990370087944,,,,0.44146886917624206,,,,
2022-03-03,157,84.01,206.66,41.88,6.19,0.69,17.37,12.0,38.32,3.1933333333333334,8.35,0.5625,0.7532735576346609,108.03,26.0,0.2791666666666667,12.0,38.32,0.4633122595906268,120.38311188799929,39.53355917544054,161.68846819640146,,,,0.6104376275886275,,,,
2022-03-04,164,73.41,134.65,22.96,6.55,0.46,17.25,25.0,69.33,2.7732,7.47,0.5708333333333333,0.7530872133273762,38.32,12.0,0.5625,25.0,69.33,0.4599343434052357,211.64532310159728,7.628772466982133,163.151100960784,,,,0.4633122595906268,,,,
2022-03-05,107,58.68,118.51,25.18,5.5,0.41,21.35,29.0,92.83,3.201034482758621,9.47,0.4547368421052631,0.617608362626079,69.33,25.0,0.5708333333333333,29.0,92.83,0.4826461398212618,255.9790517152837,40.28300827981906,142.03888740213256,,,,0.4599343434052357,,,,
2022-03-06,176,94.04,170.68,34.49,6.0,0.75,18.36,9.0,52.96,5.884444444444444,16.12,0.1270833333333333,0.2845048021670994,92.83,29.0,0.4547368421052631,9.0,52.96,0.7879834299808944,95.25899592416498,44.073639072194844,184.28938108521996,,,,0.4826461398212618,,,,
