date,AQI,frp_total,c_delhi_peak,c_delhi_integrated,wind_speed,month,season,season_bearing,ang_diff_to_target,wind_toward_delhi
2021-01-01,462,52.59,0.0103944002813093,0.1922092083043309,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-02,482,0.0,0.0,0.0,,1,DJF,140.0,0.7170380187416185,False
2021-01-03,263,13.990000000000002,0.0109702127882808,0.1338405583568885,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-04,207,18.03,0.038803484493479,0.9702718849260512,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-05,149,0.0,0.0,0.0,,1,DJF,140.0,0.7170380187416185,False
2021-01-06,252,1.4,2.2936693355822208e-17,6.887849727549531e-17,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-07,288,2.6,6.901457299930024e-06,2.8536770682979903e-05,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-08,248,17.43,5.3091011413308955e-08,1.8108127660511888e-07,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-09,326,22.07,3.966925814971148e-05,0.000169279015132,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-10,284,13.35,2.7305446530265804e-11,8.295714448633033e-11,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-11,281,70.84,0.1066107445486011,3.0758383401848124,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-12,329,16.78,0.0036502065884074,0.0375590330319506,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-13,378,23.19,2.1790217192638865e-17,6.543564794360961e-17,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-14,422,23.99,3.6101958670557603e-19,1.0832495200135688e-18,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-15,456,13.28,5.472039813534773e-17,1.6432441831662587e-16,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-16,388,13.95,2.162643536002982e-17,6.494381375404425e-17,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-17,342,135.69,0.0279457963556959,0.4676929174330202,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-18,401,49.05,0.0051146387348307,0.0352197238491427,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-19,400,126.63,0.0323876092641505,0.4984591484748383,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-20,322,73.67,0.0441601738853227,0.7388143549423085,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-21,328,158.05,0.0077967926958363,0.1133054926664821,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-22,412,18.12,0.0340498399866079,0.4163642474614042,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-23,362,17.97,0.0565555337998704,0.9673299550653572,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-24,370,17.59,0.0105910678449854,0.0821833268133236,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-25,345,13.93,2.072605966823157e-06,7.0612694836891e-06,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-26,369,78.57999999999998,0.1362319521970706,1.7553150093814582,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-27,371,106.88,0.1123335867883788,1.4233319930666446,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-28,373,121.87,0.0223968735561125,0.4237416346464963,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-29,440,142.61,0.0237998956722264,0.4834631565741015,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-30,363,128.84,5.884443512281713e-05,0.000236648645758,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
2021-01-31,368,149.46,0.0035184501006762,0.0287217262662389,1.2152083333333332,1,DJF,140.0,0.7170380187416185,False
