date,avg_aqi,fire_count,avg_frp,total_frp,avg_distance,avg_wind_speed,max_wind_speed
2024-09-24,360.88235294117646,47.0,4.967872340425532,233.49,417.23971295854386,1.113913043478261,2.63
2024-09-25,360.88235294117646,37.0,5.088378378378379,188.27,384.31126434497844,0.8560869565217392,1.85
2024-09-26,360.88235294117646,25.0,5.2808,132.02,410.2499624364267,1.3279166666666666,3.08
2024-09-27,360.88235294117646,11.0,2.2836363636363637,25.12,250.56980640483397,1.2829166666666667,3.82
2024-09-28,360.88235294117646,2.0,4.915,9.83,174.96429053487736,1.085,2.91
2024-09-29,360.88235294117646,4.0,6.6375,26.55,368.69085869508655,1.2166666666666666,2.81
2024-09-30,360.88235294117646,12.0,3.5033333333333334,42.04,397.86726978605407,1.00125,2.68
2024-10-01,360.88235294117646,37.0,5.899189189189189,218.27,373.3133453424713,1.0591304347826087,2.2
2024-10-02,360.88235294117646,60.0,4.121333333333333,247.28,377.416671121489,1.4526086956521738,2.65
2024-10-03,360.88235294117646,88.0,4.038295454545454,355.37,336.09961289742034,1.1522727272727273,2.19
2024-10-04,360.88235294117646,38.0,4.833157894736842,183.66,345.60693117291163,1.0045,1.77
2024-10-05,360.88235294117646,41.0,4.181219512195122,171.43,335.2439386378117,1.2783333333333333,3.24
2024-10-06,360.88235294117646,27.0,4.793703703703704,129.43,332.31291232738914,2.612083333333333,7.92
2024-10-07,360.88235294117646,60.0,5.055666666666666,303.34,351.5743785207157,1.2952173913043479,2.93
2024-10-08,360.88235294117646,103.0,4.516601941747573,465.21,320.18881063315695,1.2539130434782608,2.67
2024-10-09,360.88235294117646,85.0,4.384941176470589,372.72,341.3195125293365,1.448095238095238,3.94
